source_notice_id,candidate_notice_id,buyer_key,buyer_key_type,source_date,candidate_date,gap_months,expected_end_date,abs_gap_to_expected_end,s_time,s_text,s_cpv,s_buyer,m0_composite_score,cpv_missing,cpv_generic_flag,candidate_rank,top1_top2_margin,n_candidates_for_source,variant,threshold_used
15-55407,19-189603,NAME:nantes metropole,NAME_FALLBACK,2015-04-20,2019-12-22,56.07752956636005,2019-12-14,0.2628120893561104,0.9561979851073148,0.2333919324744184,0.0,0.6,0.3807366726428752,False,False,1,0.0431820055371505,22,balanced,0.32302169365652333
15-55830,19-43671,NAME:universite de nantes,NAME_FALLBACK,2015-04-13,2019-03-20,47.20762155059133,2019-04-13,0.7884362680683311,0.8685939553219448,0.1570958833029572,0.0,0.6,0.3321320479865212,False,True,1,0.0019261131754038,4,balanced,0.32302169365652333
15-56649,19-147943,SIRET:23440003400026,RAW_SIRET,2015-04-14,2019-10-02,53.61366622864652,2019-09-30,0.0657030223390276,0.9890494962768288,0.0077181501276431,0.2,1.0,0.4099637266138822,False,False,1,0.0483740471291543,9,balanced,0.32302169365652333
15-56776,18-27688,NAME:ville d angers,NAME_FALLBACK,2015-04-15,2018-02-27,34.46123521681997,2018-04-15,1.5440210249671484,0.7426631625054753,0.7059445296288916,0.0,0.6,0.4927463759964809,False,False,1,0.2028491080563093,2,balanced,0.32302169365652333
15-58339,19-103125,NAME:cnieg,NAME_FALLBACK,2015-04-17,2019-07-04,50.55847568988173,2019-08-06,1.0840998685939554,0.8193166885676741,0.0,0.2,0.6,0.3248291721419185,False,False,1,0.1590996687317833,3,balanced,0.32302169365652333
15-60447,15-126308,NAME:sdis 44,NAME_FALLBACK,2015-04-20,2015-08-13,3.7779237844940874,2015-10-20,2.2339027595269383,0.6276828734121769,0.742281450344641,1.0,0.6,0.7767192259736686,False,False,1,0.4428973989172152,3,balanced,0.32302169365652333
15-63415,15-126308,NAME:sdis 44,NAME_FALLBACK,2015-04-24,2015-08-13,3.6465177398160313,2015-10-24,2.365308804204993,0.6057818659658345,0.4286616437930762,0.1,0.6,0.3914770418190353,True,False,1,0.0480049992792659,2,balanced,0.32302169365652333
15-64142,19-59985,NAME:chu de nantes,NAME_FALLBACK,2015-04-24,2019-04-17,47.76609724047306,2019-04-24,0.2299605781865965,0.9616732369689006,0.4056515575126466,0.2,0.6,0.5023963543716514,False,False,1,0.2476173034748109,3,balanced,0.32302169365652333
15-69497,19-85688,NAME:angers loire metropole,NAME_FALLBACK,2015-05-06,2019-06-05,48.98160315374507,2019-05-06,0.985545335085414,0.835742444152431,0.0637836338216469,0.4,0.6,0.4112598828756841,False,False,1,0.0464102806653354,8,balanced,0.32302169365652333
15-71156,20-47300,SIRET:19490970100303,RAW_SIRET,2015-05-07,2020-04-02,58.86990801576872,2019-10-20,5.4204993429697765,0.0965834428383706,0.7081800606826032,1.0,1.0,0.6720088819485037,False,False,1,0.6720088819485037,1,balanced,0.32302169365652333
